[16.09.13, 07:55:20] ‎Felix hat den Betreff zu “Familie” geändert.
[17.07.14, 19:43:34] Holzmano: Bisi
[17.07.14, 19:43:38] Holzmano: Atinki
[17.07.14, 19:43:41] Holzmano: Stinki
[17.07.14, 19:43:46] Holzmano: Houserder
[17.07.14, 19:43:49] Holzmano: Joisertz
[17.07.14, 19:43:55] Holzmano: Wertzuiop
[17.07.14, 19:44:32] Holzmano: 20:00 ...
[17.07.14, 19:48:34] Felix: Furz
[17.07.14, 19:48:38] Felix: Stink
[17.07.14, 19:48:45] Felix: Pfäö
[17.07.14, 19:48:49] Felix: Furzerlung
[17.07.14, 19:49:16] Mama: Hei du oberstinki was heisse di 3 letschte wörter
[18.07.14, 09:33:07] Felix: Hei chocht öpper zmittag?
[18.07.14, 09:43:35] Holzmano: Wenn chunsch aa?
[18.07.14, 09:43:54] Felix: 12.03 hb
‎[19.07.14, 13:16:22] Mama: ‎Bild weggelassen
‎[19.07.14, 16:21:16] Mama: ‎Bild weggelassen
[19.07.14, 16:21:43] Mama: Mir händ grad au en see bruucht. Liebi Grüess
[19.07.14, 17:13:58] Holzmano: Haha kuul!
‎[19.07.14, 20:57:29] Vera: ‎Bild weggelassen
‎[19.07.14, 20:57:30] Vera: ‎Bild weggelassen
‎[19.07.14, 20:57:32] Vera: ‎Bild weggelassen
‎[19.07.14, 20:57:32] Vera: ‎Bild weggelassen
‎[19.07.14, 20:57:33] Vera: ‎Bild weggelassen
[19.07.14, 21:21:00] Felix: Geil!!
‎[19.07.14, 21:23:34] Vera: ‎Bild weggelassen
[19.07.14, 21:54:41] Papa: Sooo jön ihr zwoo
[19.07.14, 21:55:18] Papa: Smüms u ix sindno ufm i-Dberg am openär
‎[19.07.14, 22:19:56] Papa: ‎Bild weggelassen
[19.07.14, 22:20:01] Papa: Geeil
[20.07.14, 13:45:44] Vera: Hahha sooo guet😄 ir sind di beschte!
‎[23.07.14, 10:53:54] Papa: ‎Bild weggelassen
‎[23.07.14, 10:55:49] Papa: ‎Bild weggelassen
‎[23.07.14, 10:56:21] Papa: ‎Bild weggelassen
[23.07.14, 11:03:59] Papa: 😅da jtönj nuna bim ässe
[23.07.14, 11:15:22] Mama: Wow i wott au
[23.07.14, 11:21:45] Felix: Ich au! Lönd chli öppis übrig!
[23.07.14, 11:22:14] Felix: 😳😳😳
Was lauft mit oisere stube?
‎[23.07.14, 11:22:55] Holzmano: ‎Video weggelassen
[23.07.14, 12:06:48] Felix: Mannnn du asi!!
[23.07.14, 12:06:52] Felix: 😜
[23.07.14, 16:44:44] Vera: 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
[23.07.14, 16:45:46] Holzmano: En gruessen gruess...de Aprikosetiger :)
[23.07.14, 16:47:39] Vera: Gruess vom wassetigee:)
[23.07.14, 16:48:18] Felix: Gruess vom gschütz tiger
‎[23.07.14, 16:48:46] Vera: ‎Video weggelassen
[23.07.14, 17:17:57] Holzmano: Vera heschdu mini graui trainingstäsche klaut???
[23.07.14, 17:21:12] Felix: Booaa geil vera!!! Gnüsses
[23.07.14, 19:37:04] Vera: Nei lenz
[25.07.14, 19:02:16] Papa: Xöndöi uf dihei freue😜
‎[25.07.14, 19:02:33] Papa: ‎Bild weggelassen
[25.07.14, 19:03:08] Felix: Booaaaaaa geil!!'
[25.07.14, 19:03:52] Papa: Gäll - danke fürs filmli vera, so jööön!
[25.07.14, 22:38:20] Vera: 😘scho easy
[26.07.14, 08:29:57] Felix: Hei ich bin 09.18 zseä
[26.07.14, 08:44:45] Mama: Ok i hole di ab!
[26.07.14, 08:45:07] Felix: Danje
‎[26.07.14, 12:30:39] Vera: ‎Bild weggelassen
[26.07.14, 12:30:44] Vera: Das isch mini verbindig
[26.07.14, 13:27:26] Papa: Mir holeddi bim migrolino app am 17.35h ... Freued ois ali uf dix, abr es jiffet wie blöd daa😞
[28.07.14, 15:13:12] Papa: Eva bruchj du das?
‎[28.07.14, 15:13:35] Papa: ‎Bild weggelassen
[28.07.14, 15:15:45] Mama: Nei
[29.07.14, 08:40:40] Papa: S müms u ix gönd uf stuttgt goge am mms sin jribtij hole.  Kontakt nume im notfall - Jöns tägli öi allne.
‎[30.07.14, 15:33:18] Mama: ‎Bild weggelassen
[30.07.14, 15:33:47] Mama: Was meinet ir - so ecru od ganz durchsichtig?
‎[30.07.14, 15:33:57] Mama: ‎Bild weggelassen
[30.07.14, 15:34:16] Felix: Für wo?
[30.07.14, 15:40:06] Papa: Mama büro
‎[30.07.14, 15:40:22] Mama: ‎Bild weggelassen
‎[30.07.14, 15:40:22] Mama: ‎Bild weggelassen
‎[30.07.14, 15:48:47] Papa: ‎Bild weggelassen
‎[30.07.14, 15:49:08] Papa: ‎Bild weggelassen
‎[30.07.14, 15:49:50] Papa: ‎Bild weggelassen
‎[30.07.14, 16:10:56] Felix: ‎Bild weggelassen
[30.07.14, 16:12:01] Mama: Wow das muesch em xandi schicke;)
[30.07.14, 19:35:36] Papa: Bin umdi axti dahei
‎[31.07.14, 12:34:54] Vera: ‎Video weggelassen
[31.07.14, 12:34:59] Vera: Het d rahel geschter abig gschickt:) für dich väva
[31.07.14, 12:35:05] Vera: *vävs
[31.07.14, 18:44:13] Papa: Leuts mr gönd!!!!!
[08.08.14, 22:05:54] Felix: Händ widremal mega müe sum läne ... Ly - onlein?
‎[08.08.14, 22:06:08] Felix: ‎Audio weggelassen
[08.08.14, 22:07:01] Holzmano: Ä d göä
[08.08.14, 22:10:45] Holzmano: So etzt bini ga zwüsched brugg und Zh...die hend wider es puff uf dene streckene hett alles verspötig...haha aber isch ia halb so wild, solang i igndwenn achum!

Ich chume wie gseit gad us süpfrankriich zrugg! Isch wükli ganz genial gsi...und vhli schaad dasi scho ha müese gaa...wills doch amel doch es paar tag brucht bis meh aaklimatisiert isch! Und gmacht hemmer vor allem nüt, sünnele, bade, schnurre und ässe und denn nomal ässe...

So wie gaats ois so? Ez hender gad e wuche hä?
[08.08.14, 22:19:20] Felix: Ja leider müesse mir morn wider uf feschtland zrügg. Es isch sooooo schön hie. Aber mir händ ha no es paar tag. In pisa, firenze und locarno.
Chum guet hei, schlaf denn guet u start morn ufgstellt it lager. Di bildli  vo südfrankrich si beidruckend gsi u du hesches offesichtlich gnosse. Ly u heb sorg!!! Mama
[08.08.14, 22:20:14] Holzmano: Ou ja denn alles gueti bide "Rückübersetzig" ufs feschtlanf 😂
[08.08.14, 22:20:14] Felix: Ezio Auditore da Firenze
[08.08.14, 22:21:13] Papa: Danje jräß pfus jüed ly.
‎[08.08.14, 22:21:32] Papa: ‎Bild weggelassen
[08.08.14, 22:21:59] Holzmano: Ähhh dsijs liejt ajsürelete müms...
[08.08.14, 22:22:28] Papa: Bildli legende: mümsbide abigunderhaltig " latino night"
[08.08.14, 22:22:44] Holzmano: HAHAHAHAHAHAHAHA
[08.08.14, 22:22:55] Papa: Kkkk
[08.08.14, 22:24:03] Felix: S hät öppis vomne fisch 😂
[08.08.14, 22:26:42] Papa: S vereli bimene gleisli irjendöppis in porto vecchio undr em rote sunejirm
‎[08.08.14, 22:28:24] Papa: ‎Bild weggelassen
[09.08.14, 23:23:49] Felix: Länz, guet naxt grosse! Mr sindz pisa - würder sixer gfale, imene xli vrgammlete palazzo (inkl klimaalag), zimmli elei ufder etage irgndwie, abr dusse ufde piazza vornedra gat voll d post ap mitso trümeli, bierseeligem palaver und warmer, abgasjwangerer sumerluft.
[09.08.14, 23:24:06] Felix: Pfus guet lysm
[09.08.14, 23:25:47] Felix: De turm ijso jrääääg, das glaubj garnöd!!! Jickder spötr pics.......………
[09.08.14, 23:39:06] Holzmano: Haha tönt super...!

Ich schick den au no fotene...!
‎[09.08.14, 23:39:18] Holzmano: ‎Bild weggelassen
‎[10.08.14, 19:37:30] Papa: ‎Bild weggelassen
[10.08.14, 19:37:59] Papa: Schono krass xi gejt zabig bim anelaufe!
‎[10.08.14, 19:41:04] Papa: ‎Bild weggelassen
[10.08.14, 19:41:13] Papa: A room with a room
[10.08.14, 19:42:27] Papa: Italien lebt!
‎[10.08.14, 19:42:34] Papa: ‎Bild weggelassen
[10.08.14, 19:43:01] Holzmano: Wow!!!
[15.08.14, 11:34:59] Holzmano: De Nadine ihre Fründ:
‎[15.08.14, 11:35:04] Holzmano: ‎Bild weggelassen
[15.08.14, 11:51:44] Felix: Hani au scho gseh...😊
‎[15.08.14, 11:56:28] Felix: ‎Bild weggelassen
[15.08.14, 11:56:56] Holzmano: Was isch das...!?
[15.08.14, 11:58:08] Felix: Überlegg mal
[15.08.14, 11:58:16] Felix: Me chas ufklappe und de inhalt rauche
[15.08.14, 11:58:37] Holzmano: Woaaaahhhh wo isch das gsi....!
[15.08.14, 11:59:22] Felix: Im oberste fächli vom hellblaue rucksack 😌
[15.08.14, 11:59:31] Holzmano: Fuck....
[15.08.14, 11:59:36] Felix: Wänn hesch de sletsch mal pruucht?
[15.08.14, 11:59:48] Felix: Wod mitm jo uf rom hesch wele?
[15.08.14, 11:59:50] Holzmano: Voreme jahr!!
[15.08.14, 11:59:55] Holzmano: Damn
[15.08.14, 12:00:12] Felix: Hahaha
[15.08.14, 12:00:18] Felix: Egal - ez hesches
[15.08.14, 12:00:26] Holzmano: Merci tuusig
[15.08.14, 12:00:39] Felix: Bide
‎[15.08.14, 14:12:50] Vera: ‎Bild weggelassen
‎[15.08.14, 14:15:06] Vera: ‎Video weggelassen
[15.08.14, 15:06:44] Mama: Schreck lass nach
[15.08.14, 15:07:06] Felix: Dasisch genial!
[15.08.14, 15:39:12] Papa: Das ijs geilst filmli ever😀😀😀
[15.08.14, 15:49:50] Vera: Ohh jaa
[15.08.14, 19:46:56] Felix: Be achoo!
[15.08.14, 19:47:27] Mama: Guet. Isch alles io?
[15.08.14, 19:56:14] Felix: Ju👍
[15.08.14, 20:26:25] Holzmano: Machemer es petra lied dete: Tille everything i do oder life as we know it
[17.08.14, 18:11:42] Felix: Personenunfall... 😒
Bin immer no z Bern!
[17.08.14, 18:22:40] Felix: Derzeit keine reisemöglichkeit nach zürich vorhanden...😳😳😳
[17.08.14, 18:24:18] Mama: Upps nimms eifach locker. Gang öppis ga habere. Mir si wider dahei u chönd dich denn abhole. Ly
[17.08.14, 18:24:51] Felix: Efach müehsam.. 😒
[17.08.14, 19:21:14] Mama: Stecksch immer no fescht?
[17.08.14, 19:21:20] Felix: Jao
[17.08.14, 19:21:23] Felix: Jap
[17.08.14, 21:09:54] Mama: Wo bisch?
[17.08.14, 21:26:03] Felix: Endlich imene zug wo agschribe isch mit züri
[17.08.14, 21:47:17] Mama: Schribsch mer es sms wenn du z züri abfahrsch. I blibe uf
[17.08.14, 21:51:13] Felix: Nei...musch doch nöd!
[17.08.14, 21:51:37] Felix: Ich luege mal ob de lenz mich chan hole oder soo..
[17.08.14, 21:51:38] Felix: Ok?
[17.08.14, 21:52:24] Mama: Er isch ja mo bi fuchses u oni auto
[17.08.14, 21:53:58] Mama: Wo bisch denn jez
[17.08.14, 21:54:07] Felix: Ahaa...ja aber du musch doch nöd ufblibe...
[17.08.14, 21:54:17] Felix: Iwo uf de neubaustrecki...
[17.08.14, 21:54:22] Felix: Gaht no lang.!
[17.08.14, 21:54:40] Mama: Was isch das?
[17.08.14, 21:54:52] Mama: Stecksch wider fescht?
[17.08.14, 21:54:55] Felix: 😂 müms...
[17.08.14, 21:55:09] Mama: He????😳
[17.08.14, 21:55:28] Felix: Nei irgendwo uf de neubaustrecki (zwüsche bern und züri) am fahre
[17.08.14, 21:55:28] Felix: 😉
[17.08.14, 21:55:57] Felix: Musch wükli nöd wxtra uufblibe, ussert du blibsch sowiso uf
[17.08.14, 22:21:13] Mama: ??
[17.08.14, 22:24:46] Felix: Was ?
[17.08.14, 22:24:52] Felix: Ou ja wart.. 😁
[17.08.14, 22:25:07] Felix: Lenz het ebe nöd abgno
[17.08.14, 22:27:25] Felix: Ok er nimmt nöd ab...
[17.08.14, 22:31:49] Holzmano: Wart schnell...
[17.08.14, 22:32:40] Felix: Wott nu wüsse was du machsch und wie lang no
‎[18.08.14, 16:39:43] Holzmano: ‎Bild weggelassen
‎[18.08.14, 16:39:44] Holzmano: ‎Bild weggelassen
‎[18.08.14, 16:39:44] Holzmano: ‎Bild weggelassen
‎[18.08.14, 16:39:45] Holzmano: ‎Bild weggelassen
‎[18.08.14, 16:39:45] Holzmano: ‎Bild weggelassen
‎[18.08.14, 16:39:46] Holzmano: ‎Bild weggelassen
‎[18.08.14, 16:40:06] Holzmano: ‎Video weggelassen
[18.08.14, 19:34:29] Papa: Flox, die gälgstreifte hös musch ummbedingt hole!!!!!!!!
‎[21.08.14, 13:55:09] Felix: ‎Bild weggelassen
‎[21.08.14, 13:55:15] Felix: ‎Bild weggelassen
[21.08.14, 13:55:32] Holzmano: Geil!!
‎[21.08.14, 13:55:30] Felix: ‎Bild weggelassen
[21.08.14, 13:55:34] Felix: San sebastian
[21.08.14, 13:55:50] Felix: Hostel zmizt ide altstad.. Hammer!
[21.08.14, 13:56:13] Felix: Gönd ez wiiter...am abig hani widr lan
[21.08.14, 16:12:31] Papa: Mann ix bi sooo ivrsüxtig!😬
[21.08.14, 19:53:59] Felix: Jäll:)
[21.08.14, 19:54:09] Felix: Hät smüms wider es handy?
[21.08.14, 19:54:26] Felix: Schribed mer nacher per sms falls er mi wennd erreiche
‎[23.08.14, 16:54:19] Felix: ‎Bild weggelassen
[23.08.14, 16:54:23] Felix: Kenneder das no?
[23.08.14, 17:59:48] Papa: Jaaa voll! Was maxj hüzabig? 
Idee: gang is theater! Als studi xunj voll günstig ine
[23.08.14, 18:02:52] Papa: Ix luege gads programm a:  oje die händ no summerpause -
[23.08.14, 18:04:56] Papa: Lug emal
‎[23.08.14, 18:05:20] Papa: ‎Bild weggelassen
‎[23.08.14, 18:05:45] Papa: ‎Bild weggelassen
[23.08.14, 18:06:00] Papa: Oje das wär jo am 5i xii
[23.08.14, 18:14:29] Papa: Oder das:
‎[23.08.14, 18:15:09] Papa: ‎Bild weggelassen
‎[23.08.14, 18:15:25] Papa: ‎Bild weggelassen
[23.08.14, 18:17:38] Papa: Taxi isch nösso tür 
Musig und kunst irgndöppis, d bänds sind Unibox, chloe lacan usw
Du häj sixer en jöne abig!!! Lysm min grosse!!!
‎[23.08.14, 18:26:23] Papa: ‎Bild weggelassen
[23.08.14, 18:27:32] Papa: Praca jose fontana, muj taxi nä für detane. Ganzen jöne abig... Wast au immr maxj
[23.08.14, 19:03:46] Felix: Danke!!! Sisch soooo geil!!
[23.08.14, 19:03:55] Felix: Gang ez is cafe orquidea
[23.08.14, 19:04:55] Felix: E omelette go nää
[23.08.14, 19:04:55] Felix: Wie de pereira 😜
[23.08.14, 19:04:58] Papa: Vilich isches ganz anders alsmer sixs vorstellt... Bi nonie xi
[23.08.14, 19:05:11] Felix: Javoll
[23.08.14, 19:05:13] Felix: Egal
[23.08.14, 19:05:17] Felix: 😃
[23.08.14, 19:05:17] Papa: Fein! Ly
[23.08.14, 19:05:21] Papa: 2
[23.08.14, 19:09:26] Felix: 2
[23.08.14, 19:09:49] Felix: Danke fürs recherchiere, jäll!
[23.08.14, 19:10:05] Papa: Büdö jräss
‎[24.08.14, 14:57:11] Felix: ‎Bild weggelassen
‎[24.08.14, 14:57:16] Felix: ‎Bild weggelassen
[24.08.14, 14:57:30] Felix: Ez bini im bhf unf stiige glii in zug uf Lagos...
‎[24.08.14, 14:58:13] Felix: ‎Bild weggelassen
[24.08.14, 14:58:47] Felix: Kenneder de bhf?
‎[24.08.14, 14:58:58] Felix: ‎Bild weggelassen
[24.08.14, 15:00:19] Felix: Und los paps
[24.08.14, 15:00:46] Felix: Ah nei gaht nöd zum e uufnahm schicle
[24.08.14, 15:00:54] Felix: Probieres spöter namal
[24.08.14, 15:00:57] Felix: 😊
[24.08.14, 15:04:34] Holzmano: So kuhl Felix...!!! Isch denn toll!!!
[24.08.14, 15:05:06] Felix: Voll!! So kuhl, dass mi gad chly aschisst zu vo Lisboa scho gaa
[24.08.14, 15:05:44] Felix: Gester hanis cafe orquidea gsuecht! Gfunde, aber leider zue gsi!
[24.08.14, 15:07:15] Felix: Han mr denn gliich e omelette gönnt! Wie de pereira 😉
‎[24.08.14, 15:07:33] Felix: ‎Bild weggelassen
[24.08.14, 15:25:16] Papa: Sooo geil flox, und obe häni es risol und es pastel de nata xee... Du häschders so kul igrichtet, gäll macht freud!
[24.08.14, 20:03:12] Vera: 😍
‎[24.08.14, 20:23:40] Felix: ‎Bild weggelassen
[24.08.14, 20:26:27] Felix: Ja isch mega toll xi!
[24.08.14, 20:26:37] Felix: Aber da z lagos ischs au sehr schön!
[24.08.14, 20:27:03] Felix: Schlafed ufm zeltplatz...akku langet warsch nöd bis morn.
[24.08.14, 20:27:12] Felix: Und han au ke wlan
[24.08.14, 20:46:06] Vera: 😘phüeti gott!
[24.08.14, 22:15:01] Papa: Jd näft und süessi träum meu amor
[24.08.14, 23:18:42] Felix: Näft!
Zältplatz isch hammer
[25.08.14, 00:02:11] Holzmano: Scho?
[25.08.14, 00:51:48] Felix: Javoll!
Isch sehr tschillig mit nette lüütt
[25.08.14, 11:30:42] Papa: Am meer? Jick bildli
[25.08.14, 18:17:43] Felix: Ok 😊
‎[25.08.14, 18:18:19] Felix: ‎Bild weggelassen
‎[25.08.14, 18:18:26] Felix: ‎Bild weggelassen
‎[25.08.14, 18:18:34] Felix: ‎Bild weggelassen
‎[25.08.14, 18:18:57] Felix: ‎Bild weggelassen
‎[25.08.14, 18:18:59] Felix: ‎Bild weggelassen
[25.08.14, 18:22:05] Felix: Mir übernachtet namal daa und gönd morn uf sagres go surfe... 😊
Nacher gömmer wiiter uf spanie
[25.08.14, 18:34:45] Holzmano: Wer isch die beaute im HG?
[25.08.14, 18:58:13] Felix: Eini womer kenneglehrt hend😊 öppe driisgi, aber ganz e tolli
‎[26.08.14, 12:35:57] Papa: ‎Video weggelassen
[26.08.14, 12:36:06] Papa: Dä höppiböi hüüüüt
[27.08.14, 16:23:56] Felix: Hahahaha 😂😂😂😂
[27.08.14, 16:26:25] Felix: Hei dringendi frag:
S müms het ja es GA.
Chönntich theoretisch zb z genf es GA Für mich löse ohni das ich ires debii han?
Will fürs studium würi ja eeh eis haa..
Und bin grad am d heireis plane: entweder zahli öppe 100.- für de tgv vo barcelona bis züri
Oder ich fahre mitm tgv (chly weniger lang) über basel..
[27.08.14, 16:26:41] Felix: Das chanich mit eifach fascht nöd leiste!
[27.08.14, 16:26:44] Felix: 😁
[27.08.14, 16:26:51] Felix: Wükli dringnd!
[27.08.14, 16:45:35] Mama: Chasch nid. Ohne formular, dass fu bi ps wonsch zallsch3500 stutz
[27.08.14, 16:45:58] Felix: Ja ebe... Fuck
[27.08.14, 16:46:46] Mama: Sorry falsches timing, aber du vermagsches
[27.08.14, 16:46:49] Mama: Ly
[27.08.14, 17:27:06] Holzmano: Papa laat uusrichte daser erscht uf di halbi sibni zrugg isch!
[27.08.14, 18:18:09] Mama: Ok
[27.08.14, 20:44:45] Felix: Morn simmer det 😳
[27.08.14, 21:07:03] Holzmano: Wo?
‎[27.08.14, 21:21:46] Felix: ‎Bild weggelassen
[27.08.14, 21:21:53] Felix: Z cordoba
[27.08.14, 21:23:31] Felix: Ich planes eso, dasi am sunntig so uf de mittag z winti bin...dasi am meiti sim geburtstag bi oi bin
Chan aber efach immer sii, dass de zug ab frankriich ke interrail plätz me hät und denn müssti en tag spöter cho..
[27.08.14, 21:26:00] Felix: Gönd ez 35 uf de zuug
[27.08.14, 22:03:36] Mama: Mir händ zu dim 20. wölle ga ässe am suntag. Irgendwie hämmer gmeint, du chömisch am samstig. Macht nüt, es anders mal. Heb sorg, ly
[27.08.14, 22:54:55] Felix: Öööh kuhl!
Aber ich bin ja dihei am sunntig... Wenn alles klappt bini am sunntig am Mittag zwinti!
[27.08.14, 22:55:07] Felix: Das wär ja perfekt!
[28.08.14, 08:31:23] Mama: Ok . Wo möchtisch de ane?
[28.08.14, 08:32:11] Felix: Wie ihr denked! D vera söll doch uslese
[28.08.14, 08:32:14] Felix: 😊
[28.08.14, 08:35:21] Mama: Wo bisch iz grad?
[28.08.14, 10:15:03] Felix: Ez no z cordoba, am 10vor 11 fahrt oise zug uf valencia
[28.08.14, 10:19:43] Felix: Det bliibemer ei nacht und denn chumi über barcelona hei.
[28.08.14, 10:26:23] Mama: O gnüss jede warme tag
[28.08.14, 10:26:40] Felix: Machi!
Gnüsseds aber au!!
[28.08.14, 10:27:03] Felix: Han glii ke wlan me
[28.08.14, 10:28:05] Mama: Ok i bi eh z luzern ar uni am unterrichte. Bring dr vera irgend en schmuck od es tuech. Weiss au nid
[28.08.14, 10:31:45] Felix: Ok 😊
[28.08.14, 10:53:31] Holzmano: Guete gsi mamma...in familiechat...!
[28.08.14, 12:10:36] Mama: O du shit i lösches grad
[28.08.14, 12:39:30] Papa: Kkkk
[28.08.14, 15:07:38] Felix: Hahahahs
[28.08.14, 21:23:13] Papa: Hei flox, häsches cool?
[28.08.14, 23:16:22] Felix: Javoll!
[28.08.14, 23:16:34] Felix: Sind chly z valencia am umetschalpe
[28.08.14, 23:16:44] Felix: Morn mittag ab uf barcelona
[28.08.14, 23:16:47] Felix: 😊
[30.08.14, 10:00:17] Felix: Also am elfi machich mich uf de wäg zum bhf, fahre denn uf perpignan und hoffe dasi det es pläzzli im nachtzug ergattere.. Wür sus es sms schriibe
Kei wifi me ab halb11
[30.08.14, 10:00:47] Holzmano: Ok...kuul! Sandra isch wo?
[30.08.14, 10:01:23] Felix: Sandro gaht en andere wäg..er wott mit em gleis 7 hei.
[30.08.14, 10:01:37] Holzmano: Hä wieso?
[30.08.14, 10:02:35] Felix: Ja wills ide schwiz choschtet.
Und ich han kes halbtags, also gangich en chly umständlichere wäg hei.
(Vo mulhouse..er durs tessin)
[30.08.14, 10:03:36] Holzmano: Aha
[31.08.14, 09:24:17] Papa: Guete morge. Wenn chunnsch du a? Mir freue üs mega uf di, ly müms
[31.08.14, 09:34:07] Felix: Bin so ca am halb12 dihei
[31.08.14, 09:34:10] Felix: 😊
[31.08.14, 09:41:17] Papa: Wo am hb oder z gotzi? Sölle mir di abhole?
[31.08.14, 09:41:24] Felix: Gotzi
[31.08.14, 09:41:27] Felix: Nenei
[31.08.14, 09:41:37] Papa: Ehrlich?
[31.08.14, 09:41:45] Felix: 👍😊
[31.08.14, 09:42:01] Papa: Ok guete heiwäg!!
[31.08.14, 09:42:20] Felix: Danggschön, schön, schön! 😜
[31.08.14, 09:42:59] Papa: Bis z basel?
[31.08.14, 09:43:31] Felix: Zzüri
[31.08.14, 09:44:05] Papa: Scho? De bisch aber gli daheip
[31.08.14, 09:44:28] Felix: Ja vlt au scho am elfi..
[31.08.14, 09:44:47] Felix: Weiss nanig öbi gad aschluss han
Ufjedefall bald!
[31.08.14, 09:46:02] Papa: Supitroopi
[01.09.14, 08:28:14] Papa: Liebe Alle
Ha hütammorge xli tummi saxe xeit und wettmi entjuldige defür... Has nöd bös gmeint!
Bitte eifax wänn mer heixunnt: 
- Autofänjter sälber zuetue
- schirm ufmaxe z troxne
- nöd ales ligge la im entrée
- im bad s eige züg u xleider verrume u türli bittebitte zuetue

Danke ly ali u mega

Danke villmal u allne en mega jöne tag!
[01.09.14, 08:30:14] Mama: Merci, das wünsch i dir i. U sorry alli für mini cholerische usbrüch! Ly all
[01.09.14, 08:30:53] Papa: 😘😘😘
[01.09.14, 08:31:19] Felix: Kes problem! 
Pfäö
[01.09.14, 15:34:07] Mama: ?? Watum lütisch du a?
[01.09.14, 15:34:33] Felix: Wo isch de hüftgurt
[01.09.14, 15:34:44] Felix: Woni d ID etc drinhan
[01.09.14, 15:34:48] Felix: Gwäsche?
[01.09.14, 15:35:00] Mama: O dobe i dr true
[01.09.14, 15:35:11] Felix: Ok
[05.09.14, 10:19:04] Papa: Hano 13 prozänt
[05.09.14, 17:49:26] Papa: Boys sind ihr dehei z znaxt?
[05.09.14, 17:50:00] Felix: Sind zzüri am raphi sinre isetzigsfiir
[05.09.14, 17:50:05] Felix: - sorry
[05.09.14, 17:50:35] Papa: Kä probl ly bouss
[05.09.14, 17:50:59] Felix: 2
[05.09.14, 18:42:40] Papa: Dringend: wo ijs set mitte jruubezierli?
[05.09.14, 18:43:19] Holzmano: Bö...di chline?
[05.09.14, 18:43:48] Papa: Jo
[05.09.14, 18:43:51] Felix: Wenns di chlyne sind chönnts sii dass na im agmalte schäftli sind nebed mim bett
[05.09.14, 18:44:07] Papa: Ok
[05.09.14, 18:59:09] Papa: Nod gfunde... Mümr suexe. 

De Rüedel isch geschter gstorbe. Gott hät ois ali i sine Händ, halleluja.
[05.09.14, 19:02:24] Felix: Isch guet!
[05.09.14, 19:02:24] Felix: Das stimmt!
[05.09.14, 19:18:15] Papa: Has gfunde
